,bill_id,status,state,state_id,bill_number,bill_type,bill_type_id,body,body_id,current_body,current_body_id,title,description
3646,1735603,1,MA,21,S673,B,1,S,52,S,52,Ensuring support groups are part of the pathway of care following the annual mental health wellness exam,For legislation to ensure support groups are part of the pathway of care following the annual mental health wellness exam. Financial Services.
3647,1741629,1,MA,21,H1900,B,1,H,51,H,51,Relative to prevailing wages,For legislation to include certain bona fide apprenticeship and training programs under the prevailing wage law. Labor and Workforce Development.
3648,1741310,1,MA,21,H2143,B,1,H,51,H,51,Preserving access to hospital services,"By Representative Capano of Lynn, a petition of Peter Capano and others that the Department of Public Health create a process for state receivership for certain hospitals or free-standing clinics that provides essential health services. Public Health."
3649,1739670,1,MA,21,H2567,B,1,H,51,H,51,Relative to disability pensions for violent crimes,Relative to disability pensions for violent crimes committed against certain public employees. Public Service.
3650,1726687,1,MA,21,H42,B,1,H,51,H,51,"Creating tax relief for affordability, competitiveness and equity","Creating tax relief for affordability, competitiveness and equity"
3651,1736134,1,MA,21,S715,B,1,S,52,S,52,To ensure access to prescription medications,For legislation to ensure access to prescription medications. Financial Services.
3652,1739435,1,MA,21,H2868,B,1,H,51,H,51,To create an income tax deduction for municipal and school fees,For legislation to create an income tax deduction for municipal and school fees. Revenue.
3653,1736687,1,MA,21,S132,B,1,S,52,S,52,Relative to starter home school cost reimbursement,For legislation relative to starter home school cost reimbursement. Community Development and Small Businesses.
3654,1739470,1,MA,21,H1528,B,1,H,51,H,51,Relative to increasing racial diversity among judges in Massachusetts,For legislation to establish a special commission (including members of the General Court) relative to increasing racial diversity among judges. The Judiciary.
3655,1885440,2,MA,21,H4964,B,1,H,51,H,51,"Authorizing the town of Westford to release agricultural preservation restrictions over land owned by Westford Gateway, LLC.","Authorizing the town of Westford to release agricultural preservation restrictions over land owned by Westford Gateway, LLC."
3656,1740232,1,MA,21,H1823,B,1,H,51,H,51,"Relative to assault and battery against healthcare personnel, school officials, and first responders","Relative to assault and battery against healthcare personnel, school officials, and first responders. The Judiciary."
3657,1737055,1,MA,21,S1711,B,1,S,52,S,52,"Allowing Joseph Barbati, a retired member of the Massachusetts Trial Court, an accidental disability retirement option","For legislation to allow Joseph Barbati, a retired member of the Massachusetts Trial Court, an accidental disability retirement option. Public Service."
3658,1741926,1,MA,21,H2171,B,1,H,51,H,51,Relative to non-medical healthcare expenses related to prevention of disease,Relative to non-medical healthcare expenses related to prevention of disease. Public Health.
3659,1739044,1,MA,21,H151,B,1,H,51,H,51,Improving accessibility in the creative economy,"Relative to the establishment of an accessibility in the creative economy (ACE) grant program to be administered by the Office on Disability. Children, Families and Persons with Disabilities."
3660,1737594,1,MA,21,H1174,B,1,H,51,H,51,To ensure temporary nursing service agency quality and accountability,For legislation to ensure temporary nursing service agency quality and accountability. Health Care Financing.
3661,1740984,1,MA,21,H1685,B,1,H,51,H,51,Relative to the District Court of Lawrence,Relative to the District Court of Lawrence. The Judiciary.
3662,1741487,1,MA,21,H3397,B,1,H,51,H,51,To create a mobility pricing commission,"For legislation to establish a special commission on mobility pricing to investigate, study and make recommendations on the development and deployment of comprehensive and regionally-equitable public transportation pricing, roadway pricing and congestion pricing. Transportation."
3663,1751026,1,MA,21,H3662,B,1,H,51,H,51,Relative to affordable housing solutions,For legislation to provide certain tax credits for the development of affordable housing or housing insecurity facilities. Revenue.
3664,1740932,1,MA,21,H3429,B,1,H,51,H,51,Relative to unmanned aerial systems,Relative to unmanned aerial systems. Transportation.
3665,1736306,1,MA,21,S1592,B,1,S,52,S,52,Pertaining to public fire safety and professionalism,For legislation to pertain to public fire safety and professionalism. Public Safety and Homeland Security.
3666,1739650,1,MA,21,H2054,B,1,H,51,H,51,Authorizing the town of Lincoln to establish a fee for checkout bags,That the town of Lincoln be authorized to establish a fee for checkout bags at certain retail establishments. Municipalities and Regional Government. [Local Approval Received.]
3667,1739653,1,MA,21,H2688,B,1,H,51,H,51,Relative to law enforcement officer benefit equity,Relative to law enforcement officer benefit equity. Public Service.
3668,1740977,1,MA,21,H2036,B,1,H,51,H,51,Enabling municipal pre-foreclosure mediation,For legislation to authorize municipalities to establish foreclosure mediation programs. Municipalities and Regional Government.
3669,1736913,1,MA,21,S1785,B,1,S,52,S,52,Relative to a bifurcated property tax,For legislation relative to a bifurcated property tax. Revenue.
3670,1738724,1,MA,21,H849,B,1,H,51,H,51,Prohibiting the sale of fur products,For legislation to prohibit the sale of fur products. Environment and Natural Resources.
3671,1738720,1,MA,21,H305,B,1,H,51,H,51,For all licensees for beer to be drunk on the premises must list the alcohol by volume for each beer selection on the menu,Relative to the listing of the alcohol by volume for beer selections on menus. Consumer Protection and Professional Licensure.
3672,1737477,1,MA,21,H332,B,1,H,51,H,51,Regulating the practice and licensure of veterinary technicians,For legislation to regulate the practice and licensure of veterinary technicians. Consumer Protection and Professional Licensure.
3673,1877915,2,MA,21,H4638,B,1,H,51,H,51,"Relative to city employment and candidacy in the offices of mayor, city councillor-at-large, ward councillor, and school committee of the city of Revere","Relative to city employment and candidacy in the offices of mayor, city councillor-at-large, ward councillor, and school committee in the city of Revere. Election Laws. [Local Approval Received.]"
3674,1877887,1,MA,21,H4636,B,1,H,51,H,51,Providing for the terms of certain bonds to be issued by the Commonwealth,Providing for the terms of certain bonds to be issued by the Commonwealth
3675,1742527,1,MA,21,H3085,B,1,H,51,H,51,Relative to educational collaboratives,Relative to financial interest in contracts or agreements made by educational collaboratives. State Administration and Regulatory Oversight.
3676,1739083,1,MA,21,H649,B,1,H,51,H,51,To improve Massachusetts home care,For legislation to create safe environments for home care workers and consumers. Elder Affairs.
3677,1740879,1,MA,21,H2088,B,1,H,51,H,51,Relative to Massachusetts Solar Access Law,Relative to zoning restrictions for solar systems. Municipalities and Regional Government.
3678,1847928,1,MA,21,S2588,B,1,S,52,S,52,An Act relative to food literacy,"For legislation relative to food literacy, report the accompanying bill (Senate, No. 2588)."
3679,1735891,1,MA,21,S1180,B,1,S,52,S,52,Relative to clean energy workforce standards and accountability,For legislation relative to clean energy workforce standards and accountability. Labor and Workforce Development.
3680,1773087,1,MA,21,H3947,B,1,H,51,H,51,Relative to bilingual educators and dual language certification incentives,For legislation to establish a separate fund to be known as the bilingual education trust fund in support of bilingual educators and dual language certification incentives. Revenue.
3681,1738706,1,MA,21,H350,B,1,H,51,H,51,Relative to protecting the lineages of Asian bodywork therapies,For legislation to establish a board of registration of Asian bodywork therapy. Consumer Protection and Professional Licensure.
3682,1740767,1,MA,21,H1884,B,1,H,51,H,51,To increase contributions to the Workforce Competitiveness Trust Fund,For legislation to increase contributions to the Workforce Competitiveness Trust Fund. Labor and Workforce Development.
3683,1884335,3,MA,21,H4860,B,1,H,51,H,51,Authorizing Gustavo Romero to take the civil service examination for the position of police officer in the city of Haverhill notwithstanding the maximum age requirement,For legislation to authorize Gustavo Romero to take the civil service examination for the position of police officer in the city of Haverhill notwithstanding the maximum age requirement. Public Service. [Local Approval Received.]
3684,1847956,1,MA,21,S2654,B,1,S,52,S,52,Order relative to authorizing the joint committee on Election Laws to make an investigation and study of a certain current Senate document relative to extending voting rights in municipal elections to noncitizen voters.,"For legislation to extend voting rights in municipal elections to noncitizen voters of the commonwealth, report the accompanying Order (Senate, No. 2654)."
3685,1737230,1,MA,21,S2218,B,1,S,52,S,52,"Setting deadlines for school bus and public fleet electrification, and programs to encourage electrification of private fleets",For legislation to promote zero-emission vehicle fleets by 2035. Transportation.
3686,1735924,1,MA,21,S1617,B,1,S,52,S,52,Relative to restoration to service,For legislation relative to restoration to service for certain retirees. Public Service.
3687,1736750,1,MA,21,S701,B,1,S,52,S,52,Relative to motor vehicle service contracts,For legislation relative to motor vehicle service contracts. Financial Services.
3688,1735875,1,MA,21,S1618,B,1,S,52,S,52,Relative to civil service resident preference,For legislation relative to civil service resident preference. Public Service.
3689,1885171,1,MA,21,H4926,B,1,H,51,H,51,Related to truth in environmental marketing claims,Related to truth in environmental marketing claims
